"NAME" "SEASON" "GAME_NUM" "DATE" "TEAM" "OPP" "THREE_PT" "THREE_PT_ATTEMPT" "THREE_PT_PCT"
"Stephen Curry" "14-15" 23 "2014-12-14" "GSW" "NOP" 6 10 0
"Stephen Curry" "14-15" 24 "2014-12-16" "GSW" "MEM" 1 10 0
"Stephen Curry" "14-15" 25 "2014-12-18" "GSW" "OKC" 5 12 0
"Stephen Curry" "14-15" 26 "2014-12-22" "GSW" "SAC" 1 5 0
"Stephen Curry" "14-15" 27 "2014-12-23" "GSW" "LAL" 2 5 0
"Stephen Curry" "14-15" 28 "2014-12-25" "GSW" "LAC" 1 5 0
"Stephen Curry" "14-15" 29 "2014-12-27" "GSW" "MIN" 4 9 0
"Stephen Curry" "14-15" 30 "2014-12-30" "GSW" "PHI" 3 6 0
"Stephen Curry" "14-15" 31 "2015-01-02" "GSW" "TOR" 5 11 0
"Stephen Curry" "14-15" 32 "2015-01-05" "GSW" "OKC" 1 4 0
"Stephen Curry" "14-15" 33 "2015-01-07" "GSW" "IND" 4 8 0
"Stephen Curry" "14-15" 34 "2015-01-09" "GSW" "CLE" 3 8 0
"Stephen Curry" "14-15" 35 "2015-01-13" "GSW" "UTA" 4 9 0
"Stephen Curry" "14-15" 36 "2015-01-14" "GSW" "MIA" 7 10 0
"Stephen Curry" "14-15" 37 "2015-01-16" "GSW" "OKC" 2 6 0
"Stephen Curry" "14-15" 38 "2015-01-17" "GSW" "HOU" 2 8 0
"Stephen Curry" "14-15" 39 "2015-01-19" "GSW" "DEN" 2 5 0
"Stephen Curry" "14-15" 40 "2015-01-21" "GSW" "HOU" 3 5 0
"Stephen Curry" "14-15" 41 "2015-01-23" "GSW" "SAC" 2 7 0
"Stephen Curry" "14-15" 42 "2015-01-25" "GSW" "BOS" 1 5 0
"Stephen Curry" "14-15" 43 "2015-01-27" "GSW" "CHI" 2 9 0
"Stephen Curry" "14-15" 44 "2015-01-30" "GSW" "UTA" 5 11 0
"Stephen Curry" "14-15" 45 "2015-01-31" "GSW" "PHO" 4 9 0
"Stephen Curry" "14-15" 46 "2015-02-03" "GSW" "SAC" 2 6 0
"Stephen Curry" "14-15" 47 "2015-02-04" "GSW" "DAL" 10 16 0
"Stephen Curry" "14-15" 48 "2015-02-06" "GSW" "ATL" 4 9 0
"Stephen Curry" "14-15" 49 "2015-02-07" "GSW" "NYK" 5 9 0
"Stephen Curry" "14-15" 50 "2015-02-09" "GSW" "PHI" 3 12 0
"Stephen Curry" "14-15" 51 "2015-02-11" "GSW" "MIN" 2 10 0
"Stephen Curry" "14-15" 52 "2015-02-20" "GSW" "SAS" 4 8 0
"Stephen Curry" "14-15" 53 "2015-02-24" "GSW" "WAS" 5 9 0
"Stephen Curry" "14-15" 54 "2015-02-26" "GSW" "CLE" 3 9 0
"Stephen Curry" "14-15" 55 "2015-02-27" "GSW" "TOR" 3 4 0
"Stephen Curry" "14-15" 56 "2015-03-01" "GSW" "BOS" 5 8 0
"Stephen Curry" "14-15" 57 "2015-03-02" "GSW" "BRK" 6 12 0
"Stephen Curry" "14-15" 58 "2015-03-04" "GSW" "MIL" 6 13 0
"Stephen Curry" "14-15" 59 "2015-03-06" "GSW" "DAL" 5 8 0
"Stephen Curry" "14-15" 60 "2015-03-08" "GSW" "LAC" 2 2 1
"Stephen Curry" "14-15" 61 "2015-03-09" "GSW" "PHO" 7 13 0
"Stephen Curry" "14-15" 62 "2015-03-11" "GSW" "DET" 1 7 0
"Stephen Curry" "14-15" 63 "2015-03-14" "GSW" "NYK" 6 10 0
"Stephen Curry" "14-15" 64 "2015-03-16" "GSW" "LAL" 2 6 0
"Stephen Curry" "14-15" 65 "2015-03-18" "GSW" "ATL" 2 6 0
"Stephen Curry" "14-15" 66 "2015-03-20" "GSW" "NOP" 2 10 0
"Stephen Curry" "14-15" 67 "2015-03-21" "GSW" "UTA" 3 6 0
"Stephen Curry" "14-15" 68 "2015-03-23" "GSW" "WAS" 5 8 0
"Stephen Curry" "14-15" 69 "2015-03-24" "GSW" "POR" 5 9 0
"Stephen Curry" "14-15" 70 "2015-03-27" "GSW" "MEM" 8 12 0
"Stephen Curry" "14-15" 71 "2015-03-28" "GSW" "MIL" 6 9 0
"Stephen Curry" "14-15" 72 "2015-03-31" "GSW" "LAC" 4 6 0
"Stephen Curry" "14-15" 73 "2015-04-02" "GSW" "PHO" 6 11 0
"Stephen Curry" "14-15" 74 "2015-04-04" "GSW" "DAL" 1 4 0
"Stephen Curry" "14-15" 75 "2015-04-05" "GSW" "SAS" 5 10 0
"Stephen Curry" "14-15" 76 "2015-04-07" "GSW" "NOP" 5 8 0
"Stephen Curry" "14-15" 77 "2015-04-09" "GSW" "POR" 8 13 0
"Stephen Curry" "14-15" 78 "2015-04-11" "GSW" "MIN" 5 11 0
"Stephen Curry" "14-15" 79 "2015-04-13" "GSW" "MEM" 3 6 0
"Stephen Curry" "14-15" 80 "2015-04-15" "GSW" "DEN" 2 4 0
"Stephen Curry" "15-16" 1 "2015-10-27" "GSW" "NOP" 5 12 0
"Stephen Curry" "15-16" 2 "2015-10-30" "GSW" "HOU" 4 9 0
"Stephen Curry" "15-16" 3 "2015-10-31" "GSW" "NOP" 8 14 0
"Stephen Curry" "15-16" 4 "2015-11-02" "GSW" "MEM" 4 8 0
"Stephen Curry" "15-16" 5 "2015-11-04" "GSW" "LAC" 7 11 0
"Stephen Curry" "15-16" 6 "2015-11-06" "GSW" "DEN" 8 16 0
"Stephen Curry" "15-16" 7 "2015-11-07" "GSW" "SAC" 2 10 0
"Stephen Curry" "15-16" 8 "2015-11-09" "GSW" "DET" 3 7 0
"Stephen Curry" "15-16" 9 "2015-11-11" "GSW" "MEM" 3 10 0
"Stephen Curry" "15-16" 10 "2015-11-12" "GSW" "MIN" 8 13 0
"Stephen Curry" "15-16" 11 "2015-11-14" "GSW" "BRK" 5 16 0
"Stephen Curry" "15-16" 12 "2015-11-17" "GSW" "TOR" 5 10 0
"Stephen Curry" "15-16" 13 "2015-11-19" "GSW" "LAC" 6 14 0
"Stephen Curry" "15-16" 14 "2015-11-20" "GSW" "CHI" 3 11 0
"Stephen Curry" "15-16" 15 "2015-11-22" "GSW" "DEN" 3 8 0
"Stephen Curry" "15-16" 16 "2015-11-24" "GSW" "LAL" 4 12 0
"Stephen Curry" "15-16" 17 "2015-11-27" "GSW" "PHO" 9 16 0
"Stephen Curry" "15-16" 18 "2015-11-28" "GSW" "SAC" 3 6 0
"Stephen Curry" "15-16" 19 "2015-11-30" "GSW" "UTA" 4 8 0
"Stephen Curry" "15-16" 20 "2015-12-02" "GSW" "CHO" 8 11 0
"Stephen Curry" "15-16" 21 "2015-12-05" "GSW" "TOR" 9 15 0
"Stephen Curry" "15-16" 22 "2015-12-06" "GSW" "BRK" 5 9 0
"Stephen Curry" "15-16" 23 "2015-12-08" "GSW" "IND" 3 10 0
"Stephen Curry" "15-16" 24 "2015-12-11" "GSW" "BOS" 6 13 0
"Stephen Curry" "15-16" 25 "2015-12-12" "GSW" "MIL" 2 9 0
"Stephen Curry" "15-16" 26 "2015-12-16" "GSW" "PHO" 2 5 0
"Stephen Curry" "15-16" 27 "2015-12-18" "GSW" "MIL" 2 6 0
"Stephen Curry" "15-16" 28 "2015-12-23" "GSW" "UTA" 2 8 0
"Stephen Curry" "15-16" 29 "2015-12-25" "GSW" "CLE" 1 4 0
"Stephen Curry" "15-16" 30 "2015-12-28" "GSW" "SAC" 6 13 0
"Stephen Curry" "15-16" 31 "2016-01-02" "GSW" "DEN" 1 5 0
"Stephen Curry" "15-16" 32 "2016-01-04" "GSW" "CHO" 5 10 0
"Stephen Curry" "15-16" 33 "2016-01-05" "GSW" "LAL" 4 8 0
"Stephen Curry" "15-16" 34 "2016-01-08" "GSW" "POR" 4 11 0
"Stephen Curry" "15-16" 35 "2016-01-09" "GSW" "SAC" 8 14 0
"Stephen Curry" "15-16" 36 "2016-01-11" "GSW" "MIA" 4 11 0
"Stephen Curry" "15-16" 37 "2016-01-13" "GSW" "DEN" 5 12 0
"Stephen Curry" "15-16" 38 "2016-01-14" "GSW" "LAL" 8 16 0
"Stephen Curry" "15-16" 39 "2016-01-16" "GSW" "DET" 7 15 0
"Stephen Curry" "15-16" 40 "2016-01-18" "GSW" "CLE" 7 12 0
"Stephen Curry" "15-16" 41 "2016-01-20" "GSW" "CHI" 3 9 0
"Stephen Curry" "15-16" 42 "2016-01-22" "GSW" "IND" 8 15 0
"Stephen Curry" "15-16" 43 "2016-01-25" "GSW" "SAS" 6 9 0
"Stephen Curry" "15-16" 44 "2016-01-27" "GSW" "DAL" 3 7 0
"Stephen Curry" "15-16" 45 "2016-01-30" "GSW" "PHI" 5 11 0
"Stephen Curry" "15-16" 46 "2016-01-31" "GSW" "NYK" 3 11 0
"Stephen Curry" "15-16" 47 "2016-02-03" "GSW" "WAS" 11 15 0
"Stephen Curry" "15-16" 48 "2016-02-06" "GSW" "OKC" 1 9 0
"Stephen Curry" "15-16" 49 "2016-02-09" "GSW" "HOU" 7 16 0
"Stephen Curry" "15-16" 50 "2016-02-10" "GSW" "PHO" 5 10 0
"Stephen Curry" "15-16" 51 "2016-02-19" "GSW" "POR" 7 13 0
"Stephen Curry" "15-16" 52 "2016-02-20" "GSW" "LAC" 3 8 0
"Stephen Curry" "15-16" 53 "2016-02-22" "GSW" "ATL" 5 11 0
"Kyle Korver" "04-05" 1 "2004-11-03" "PHI" "BOS" 4 8 0
"Kyle Korver" "04-05" 2 "2004-11-05" "PHI" "PHO" 2 5 0
"Kyle Korver" "04-05" 3 "2004-11-06" "PHI" "DET" 1 3 0
"Kyle Korver" "04-05" 4 "2004-11-09" "PHI" "NYK" 1 4 0
"Kyle Korver" "04-05" 5 "2004-11-10" "PHI" "NJN" 3 8 0
"Kyle Korver" "04-05" 6 "2004-11-12" "PHI" "IND" 7 10 0
"Kyle Korver" "04-05" 7 "2004-11-14" "PHI" "ORL" 2 6 0
"Kyle Korver" "04-05" 8 "2004-11-16" "PHI" "SEA" 4 12 0
"Kyle Korver" "04-05" 9 "2004-11-18" "PHI" "SAS" 3 6 0
"Kyle Korver" "04-05" 10 "2004-11-21" "PHI" "MIA" 3 5 0
"Kyle Korver" "04-05" 11 "2004-11-24" "PHI" "BOS" 3 6 0
"Kyle Korver" "04-05" 12 "2004-11-26" "PHI" "WAS" 6 12 0
"Kyle Korver" "04-05" 13 "2004-11-27" "PHI" "ORL" 3 6 0
"Kyle Korver" "04-05" 14 "2004-12-01" "PHI" "SAS" 2 4 0
"Kyle Korver" "04-05" 15 "2004-12-03" "PHI" "MEM" 2 4 0
"Kyle Korver" "04-05" 16 "2004-12-04" "PHI" "HOU" 1 7 0
"Kyle Korver" "04-05" 17 "2004-12-06" "PHI" "ATL" 4 10 0
"Kyle Korver" "04-05" 18 "2004-12-08" "PHI" "MIN" 1 12 0
"Kyle Korver" "04-05" 19 "2004-12-10" "PHI" "CHI" 3 5 0
"Kyle Korver" "04-05" 20 "2004-12-12" "PHI" "MIL" 1 7 0
"Kyle Korver" "04-05" 21 "2004-12-14" "PHI" "DEN" 2 5 0
"Kyle Korver" "04-05" 22 "2004-12-17" "PHI" "NYK" 0 6 0
"Kyle Korver" "04-05" 23 "2004-12-18" "PHI" "MIL" 3 7 0
"Kyle Korver" "04-05" 24 "2004-12-20" "PHI" "UTA" 5 7 0
"Kyle Korver" "04-05" 25 "2004-12-22" "PHI" "IND" 1 2 0
"Kyle Korver" "04-05" 26 "2004-12-27" "PHI" "POR" 4 8 0
"Kyle Korver" "04-05" 27 "2004-12-28" "PHI" "SEA" 2 7 0
"Kyle Korver" "04-05" 28 "2004-12-31" "PHI" "DEN" 3 7 0
"Kyle Korver" "04-05" 29 "2005-01-02" "PHI" "LAC" 4 10 0
"Kyle Korver" "04-05" 30 "2005-01-03" "PHI" "GSW" 2 5 0
"Kyle Korver" "04-05" 31 "2005-01-05" "PHI" "UTA" 2 4 0
"Kyle Korver" "04-05" 32 "2005-01-07" "PHI" "MIN" 3 10 0
"Kyle Korver" "04-05" 33 "2005-01-10" "PHI" "POR" 2 9 0
"Kyle Korver" "04-05" 34 "2005-01-12" "PHI" "CHI" 2 7 0
"Kyle Korver" "04-05" 35 "2005-01-14" "PHI" "TOR" 5 8 0
"Kyle Korver" "04-05" 36 "2005-01-15" "PHI" "DET" 2 5 0
"Kyle Korver" "04-05" 37 "2005-01-17" "PHI" "NOH" 2 8 0
"Kyle Korver" "04-05" 38 "2005-01-19" "PHI" "CHA" 4 11 0
"Kyle Korver" "04-05" 39 "2005-01-22" "PHI" "ORL" 4 9 0
"Kyle Korver" "04-05" 40 "2005-01-24" "PHI" "MIA" 2 7 0
"Kyle Korver" "04-05" 41 "2005-01-26" "PHI" "WAS" 4 4 1
"Kyle Korver" "04-05" 42 "2005-01-28" "PHI" "NOH" 5 10 0
"Kyle Korver" "04-05" 43 "2005-01-29" "PHI" "DAL" 2 5 0
"Kyle Korver" "04-05" 44 "2005-01-31" "PHI" "IND" 5 7 0
"Kyle Korver" "04-05" 45 "2005-02-02" "PHI" "HOU" 0 3 0
"Kyle Korver" "04-05" 46 "2005-02-04" "PHI" "ATL" 5 8 0
"Kyle Korver" "04-05" 47 "2005-02-06" "PHI" "LAC" 4 8 0
"Kyle Korver" "04-05" 48 "2005-02-07" "PHI" "NJN" 3 10 0
"Kyle Korver" "04-05" 49 "2005-02-09" "PHI" "MEM" 4 10 0
"Kyle Korver" "04-05" 50 "2005-02-11" "PHI" "TOR" 1 4 0
"Kyle Korver" "04-05" 51 "2005-02-12" "PHI" "ORL" 2 6 0
"Kyle Korver" "04-05" 52 "2005-02-14" "PHI" "NYK" 4 11 0
"Kyle Korver" "04-05" 53 "2005-02-16" "PHI" "DET" 1 4 0
"Kyle Korver" "04-05" 54 "2005-02-24" "PHI" "NYK" 3 10 0
"Kyle Korver" "04-05" 55 "2005-02-26" "PHI" "SAC" 3 7 0
"Kyle Korver" "04-05" 56 "2005-03-01" "PHI" "MIL" 4 15 0
"Kyle Korver" "04-05" 57 "2005-03-02" "PHI" "NJN" 3 9 0
"Kyle Korver" "04-05" 58 "2005-03-04" "PHI" "CLE" 1 1 1
"Kyle Korver" "04-05" 59 "2005-03-05" "PHI" "ATL" 1 4 0
"Kyle Korver" "04-05" 60 "2005-03-07" "PHI" "MIA" 1 1 1
"Kyle Korver" "04-05" 61 "2005-03-08" "PHI" "GSW" 3 9 0
"Kyle Korver" "04-05" 62 "2005-03-11" "PHI" "CHA" 4 8 0
"Kyle Korver" "04-05" 63 "2005-03-13" "PHI" "TOR" 4 7 0
"Kyle Korver" "04-05" 64 "2005-03-15" "PHI" "LAL" 4 12 0
"Kyle Korver" "04-05" 65 "2005-03-18" "PHI" "CLE" 4 6 0
"Kyle Korver" "04-05" 66 "2005-03-19" "PHI" "CHI" 1 2 0
"Kyle Korver" "04-05" 67 "2005-03-23" "PHI" "DET" 3 4 0
"Kyle Korver" "04-05" 68 "2005-03-25" "PHI" "TOR" 2 5 0
"Kyle Korver" "04-05" 69 "2005-03-27" "PHI" "LAL" 2 8 0
"Kyle Korver" "04-05" 70 "2005-03-28" "PHI" "SAC" 3 3 1
"Kyle Korver" "04-05" 71 "2005-03-30" "PHI" "PHO" 0 4 0
"Kyle Korver" "04-05" 72 "2005-04-01" "PHI" "DAL" 1 5 0
"Kyle Korver" "04-05" 73 "2005-04-03" "PHI" "BOS" 1 6 0
"Kyle Korver" "04-05" 74 "2005-04-06" "PHI" "CHA" 3 5 0
"Kyle Korver" "04-05" 75 "2005-04-08" "PHI" "CLE" 3 3 1
"Kyle Korver" "04-05" 76 "2005-04-09" "PHI" "WAS" 1 4 0
"Kyle Korver" "04-05" 77 "2005-04-12" "PHI" "BOS" 5 9 0
"Kyle Korver" "04-05" 78 "2005-04-14" "PHI" "MIA" 5 9 0
"Kyle Korver" "04-05" 79 "2005-04-15" "PHI" "IND" 1 5 0
"Kyle Korver" "04-05" 80 "2005-04-17" "PHI" "NJN" 2 3 0
"Kyle Korver" "04-05" 81 "2005-04-18" "PHI" "MIL" 4 10 0
"Kyle Korver" "04-05" 82 "2005-04-20" "PHI" "ATL" 4 12 0
"Rashard Lewis" "07-08" 1 "2007-10-31" "ORL" "MIL" 4 5 0
"Rashard Lewis" "07-08" 2 "2007-11-02" "ORL" "DET" 1 4 0
"Rashard Lewis" "07-08" 3 "2007-11-03" "ORL" "WAS" 2 5 0
"Rashard Lewis" "07-08" 4 "2007-11-06" "ORL" "MIN" 7 9 0
"Rashard Lewis" "07-08" 5 "2007-11-07" "ORL" "TOR" 3 6 0
"Rashard Lewis" "07-08" 6 "2007-11-09" "ORL" "NYK" 4 10 0
"Rashard Lewis" "07-08" 7 "2007-11-10" "ORL" "PHO" 1 5 0
"Rashard Lewis" "07-08" 8 "2007-11-13" "ORL" "SEA" 4 8 0
"Rashard Lewis" "07-08" 9 "2007-11-14" "ORL" "CLE" 3 9 0
"Rashard Lewis" "07-08" 10 "2007-11-16" "ORL" "NJN" 3 5 0
"Rashard Lewis" "07-08" 11 "2007-11-18" "ORL" "BOS" 2 6 0
"Rashard Lewis" "07-08" 12 "2007-11-19" "ORL" "NOH" 5 9 0
"Rashard Lewis" "07-08" 13 "2007-11-21" "ORL" "SAS" 2 4 0
"Rashard Lewis" "07-08" 14 "2007-11-23" "ORL" "CHA" 1 5 0
"Rashard Lewis" "07-08" 15 "2007-11-24" "ORL" "MIA" 0 6 0
"Rashard Lewis" "07-08" 16 "2007-11-26" "ORL" "POR" 2 8 0
"Rashard Lewis" "07-08" 17 "2007-11-28" "ORL" "SEA" 1 8 0
"Rashard Lewis" "07-08" 18 "2007-11-30" "ORL" "PHO" 3 12 0
"Rashard Lewis" "07-08" 19 "2007-12-02" "ORL" "LAL" 3 6 0
"Rashard Lewis" "07-08" 20 "2007-12-03" "ORL" "GSW" 2 6 0
"Rashard Lewis" "07-08" 21 "2007-12-07" "ORL" "IND" 5 11 0
"Rashard Lewis" "07-08" 22 "2007-12-10" "ORL" "ATL" 3 10 0
"Rashard Lewis" "07-08" 23 "2007-12-12" "ORL" "MIL" 6 14 0
"Rashard Lewis" "07-08" 24 "2007-12-14" "ORL" "CHA" 2 8 0
"Rashard Lewis" "07-08" 25 "2007-12-17" "ORL" "DAL" 1 4 0
"Rashard Lewis" "07-08" 26 "2007-12-19" "ORL" "HOU" 2 6 0
"Rashard Lewis" "07-08" 27 "2007-12-21" "ORL" "UTA" 2 7 0
"Rashard Lewis" "07-08" 28 "2007-12-23" "ORL" "BOS" 3 7 0
"Rashard Lewis" "07-08" 29 "2007-12-26" "ORL" "NYK" 4 5 0
"Rashard Lewis" "07-08" 30 "2007-12-28" "ORL" "MIA" 2 9 0
"Rashard Lewis" "07-08" 31 "2007-12-29" "ORL" "CHA" 1 3 0
"Rashard Lewis" "07-08" 32 "2007-12-31" "ORL" "CHI" 3 6 0
"Rashard Lewis" "07-08" 33 "2008-01-02" "ORL" "NJN" 0 1 0
"Rashard Lewis" "07-08" 34 "2008-01-04" "ORL" "HOU" 2 8 0
"Rashard Lewis" "07-08" 35 "2008-01-08" "ORL" "SAC" 6 11 0
"Rashard Lewis" "07-08" 36 "2008-01-09" "ORL" "LAC" 4 9 0
"Rashard Lewis" "07-08" 37 "2008-01-11" "ORL" "DEN" 4 10 0
"Rashard Lewis" "07-08" 38 "2008-01-12" "ORL" "UTA" 2 10 0
"Rashard Lewis" "07-08" 39 "2008-01-15" "ORL" "CHI" 4 5 0
"Rashard Lewis" "07-08" 40 "2008-01-16" "ORL" "CHA" 2 4 0
"Rashard Lewis" "07-08" 41 "2008-01-19" "ORL" "POR" 2 6 0
"Rashard Lewis" "07-08" 42 "2008-01-21" "ORL" "DET" 2 6 0
"Rashard Lewis" "07-08" 43 "2008-01-23" "ORL" "MEM" 3 6 0
"Rashard Lewis" "07-08" 44 "2008-01-25" "ORL" "DET" 2 8 0
"Rashard Lewis" "07-08" 45 "2008-01-27" "ORL" "BOS" 1 4 0
"Rashard Lewis" "07-08" 46 "2008-01-30" "ORL" "MIA" 2 6 0
"Rashard Lewis" "07-08" 47 "2008-02-01" "ORL" "PHI" 3 9 0
"Rashard Lewis" "07-08" 48 "2008-02-02" "ORL" "IND" 3 7 0
"Rashard Lewis" "07-08" 49 "2008-02-04" "ORL" "DAL" 2 7 0
"Rashard Lewis" "07-08" 50 "2008-02-06" "ORL" "NJN" 4 8 0
"Rashard Lewis" "07-08" 51 "2008-02-08" "ORL" "LAL" 3 6 0
"Rashard Lewis" "07-08" 52 "2008-02-11" "ORL" "CLE" 3 7 0
"Rashard Lewis" "07-08" 53 "2008-02-13" "ORL" "DEN" 2 5 0
"Rashard Lewis" "07-08" 54 "2008-02-19" "ORL" "DET" 4 4 1
"Rashard Lewis" "07-08" 55 "2008-02-20" "ORL" "TOR" 2 6 0
"Rashard Lewis" "07-08" 56 "2008-02-22" "ORL" "PHI" 2 8 0
"Rashard Lewis" "07-08" 57 "2008-02-24" "ORL" "SAC" 4 6 0
"Rashard Lewis" "07-08" 58 "2008-02-26" "ORL" "NJN" 3 4 0
"Rashard Lewis" "07-08" 59 "2008-02-27" "ORL" "PHI" 4 10 0
"Rashard Lewis" "07-08" 60 "2008-03-01" "ORL" "NYK" 3 7 0
"Rashard Lewis" "07-08" 61 "2008-03-04" "ORL" "TOR" 3 7 0
"Rashard Lewis" "07-08" 62 "2008-03-05" "ORL" "WAS" 4 8 0
"Rashard Lewis" "07-08" 63 "2008-03-08" "ORL" "GSW" 3 7 0
"Rashard Lewis" "07-08" 64 "2008-03-10" "ORL" "ATL" 4 7 0
"Rashard Lewis" "07-08" 65 "2008-03-12" "ORL" "LAC" 2 7 0
"Rashard Lewis" "07-08" 66 "2008-03-14" "ORL" "MIA" 2 6 0
"Rashard Lewis" "07-08" 67 "2008-03-15" "ORL" "IND" 3 5 0
"Rashard Lewis" "07-08" 68 "2008-03-17" "ORL" "CLE" 3 5 0
"Rashard Lewis" "07-08" 69 "2008-03-19" "ORL" "WAS" 1 9 0
"Rashard Lewis" "07-08" 70 "2008-03-21" "ORL" "PHI" 2 3 0
"Rashard Lewis" "07-08" 71 "2008-03-22" "ORL" "ATL" 2 7 0
"Rashard Lewis" "07-08" 72 "2008-03-25" "ORL" "SAS" 3 5 0
"Rashard Lewis" "07-08" 73 "2008-03-28" "ORL" "MIL" 3 6 0
"Rashard Lewis" "07-08" 74 "2008-04-01" "ORL" "NOH" 6 8 0
"Rashard Lewis" "07-08" 75 "2008-04-05" "ORL" "CLE" 3 5 0
"Rashard Lewis" "07-08" 76 "2008-04-06" "ORL" "NYK" 1 9 0
"Rashard Lewis" "07-08" 77 "2008-04-09" "ORL" "CHI" 4 9 0
"Rashard Lewis" "07-08" 78 "2008-04-11" "ORL" "MIN" 4 9 0
"Rashard Lewis" "07-08" 79 "2008-04-13" "ORL" "CHI" 4 8 0
"Rashard Lewis" "07-08" 80 "2008-04-15" "ORL" "ATL" 1 5 0
"Rashard Lewis" "07-08" 81 "2008-04-16" "ORL" "WAS" 3 4 0
"Jason Richardson" "07-08" 1 "2007-11-02" "CHA" "MIL" 3 5 0
"Jason Richardson" "07-08" 2 "2007-11-04" "CHA" "MIA" 6 11 0
"Jason Richardson" "07-08" 3 "2007-11-06" "CHA" "PHO" 2 4 0
"Jason Richardson" "07-08" 4 "2007-11-07" "CHA" "PHI" 0 4 0
"Jason Richardson" "07-08" 5 "2007-11-09" "CHA" "IND" 0 5 0
"Jason Richardson" "07-08" 6 "2007-11-11" "CHA" "HOU" 1 4 0
"Jason Richardson" "07-08" 7 "2007-11-13" "CHA" "MIA" 4 5 0
"Jason Richardson" "07-08" 8 "2007-11-14" "CHA" "ATL" 3 7 0
"Jason Richardson" "07-08" 9 "2007-11-17" "CHA" "SEA" 4 8 0
"Jason Richardson" "07-08" 10 "2007-11-19" "CHA" "POR" 2 6 0
"Jason Richardson" "07-08" 11 "2007-11-21" "CHA" "WAS" 2 6 0
"Jason Richardson" "07-08" 12 "2007-11-23" "CHA" "ORL" 2 6 0
"Jason Richardson" "07-08" 13 "2007-11-24" "CHA" "BOS" 5 5 1
"Jason Richardson" "07-08" 14 "2007-11-27" "CHA" "MIA" 1 5 0
"Jason Richardson" "07-08" 15 "2007-12-01" "CHA" "CHI" 4 8 0
"Jason Richardson" "07-08" 16 "2007-12-03" "CHA" "TOR" 3 9 0
"Jason Richardson" "07-08" 17 "2007-12-05" "CHA" "CHI" 3 9 0
"Jason Richardson" "07-08" 18 "2007-12-08" "CHA" "CLE" 3 5 0
"Jason Richardson" "07-08" 19 "2007-12-09" "CHA" "DET" 3 6 0
"Jason Richardson" "07-08" 20 "2007-12-12" "CHA" "LAC" 1 4 0
"Jason Richardson" "07-08" 21 "2007-12-14" "CHA" "ORL" 3 6 0
"Jason Richardson" "07-08" 22 "2007-12-15" "CHA" "ATL" 2 6 0
"Jason Richardson" "07-08" 23 "2007-12-19" "CHA" "UTA" 3 4 0
"Jason Richardson" "07-08" 24 "2007-12-21" "CHA" "NYK" 3 7 0
"Jason Richardson" "07-08" 25 "2007-12-22" "CHA" "MIL" 5 9 0
"Jason Richardson" "07-08" 26 "2007-12-26" "CHA" "WAS" 6 11 0
"Jason Richardson" "07-08" 27 "2007-12-28" "CHA" "NOH" 3 6 0
"Jason Richardson" "07-08" 28 "2007-12-29" "CHA" "ORL" 4 8 0
"Jason Richardson" "07-08" 29 "2007-12-31" "CHA" "IND" 4 8 0
"Jason Richardson" "07-08" 30 "2008-01-02" "CHA" "CHI" 3 5 0
"Jason Richardson" "07-08" 31 "2008-01-04" "CHA" "NJN" 2 8 0
"Jason Richardson" "07-08" 32 "2008-01-06" "CHA" "MIL" 3 6 0
"Jason Richardson" "07-08" 33 "2008-01-08" "CHA" "NJN" 2 5 0
"Jason Richardson" "07-08" 34 "2008-01-09" "CHA" "BOS" 2 6 0
"Jason Richardson" "07-08" 35 "2008-01-11" "CHA" "CLE" 3 9 0
"Jason Richardson" "07-08" 36 "2008-01-12" "CHA" "DET" 2 8 0
"Jason Richardson" "07-08" 37 "2008-01-14" "CHA" "DEN" 3 7 0
"Jason Richardson" "07-08" 38 "2008-01-16" "CHA" "ORL" 4 8 0
"Jason Richardson" "07-08" 39 "2008-01-18" "CHA" "NOH" 0 4 0
"Jason Richardson" "07-08" 40 "2008-01-19" "CHA" "MEM" 6 10 0
"Jason Richardson" "07-08" 41 "2008-01-21" "CHA" "SAS" 2 8 0
"Jason Richardson" "07-08" 42 "2008-01-23" "CHA" "DAL" 1 6 0
"Jason Richardson" "07-08" 43 "2008-01-25" "CHA" "CHI" 1 4 0
"Jason Richardson" "07-08" 44 "2008-01-26" "CHA" "PHI" 7 11 0
"Jason Richardson" "07-08" 45 "2008-01-28" "CHA" "LAC" 1 7 0
"Jason Richardson" "07-08" 46 "2008-01-30" "CHA" "SAC" 1 7 0
"Jason Richardson" "07-08" 47 "2008-02-01" "CHA" "GSW" 1 5 0
"Jason Richardson" "07-08" 48 "2008-02-02" "CHA" "DEN" 6 11 0
"Jason Richardson" "07-08" 49 "2008-02-04" "CHA" "PHO" 5 9 0
"Jason Richardson" "07-08" 50 "2008-02-08" "CHA" "NJN" 3 8 0
"Jason Richardson" "07-08" 51 "2008-02-10" "CHA" "DET" 4 7 0
"Jason Richardson" "07-08" 52 "2008-02-11" "CHA" "LAL" 2 7 0
"Jason Richardson" "07-08" 53 "2008-02-13" "CHA" "ATL" 1 8 0
"Jason Richardson" "07-08" 54 "2008-02-19" "CHA" "SAS" 2 5 0
"Jason Richardson" "07-08" 55 "2008-02-22" "CHA" "SAC" 5 9 0
"Jason Richardson" "07-08" 56 "2008-02-23" "CHA" "WAS" 2 7 0
